url,物件名,価格,所在地,交通,間取り,専有面積,バルコニー面積,築年数（築年月）,階数 / 所在階,向き,管理費,修繕積立金,その他費用,引渡し時期,取引態様,情報更新日,次回更新予定日（あれば）,建物構造（RC / SRC 等）,総戸数,駐車場,用途地域,土地権利,管理形態 / 管理会社,リフォーム（有無・内容が取れれば）
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78206936&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78240065/,アウルタワー,1億5800万円 [ □ 支払シミュレーション ],東京都豊島区東池袋４,,,54.98m 2 （16.63坪）（壁芯）,,,,,,1万6190円／月,,相談,＜仲介＞,,26/2/2,17階/RC52階地下2階建,608戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78240065&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20035238/,パークハウス清澄白河タワー,1億5800万円 [ □ 支払シミュレーション ],東京都江東区白河４,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万9100円／月,,相談,＜仲介＞,,26/2/2,26階/RC35階地下1階建,378戸,,商業、近隣商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=20035238&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79176081/,【室内リフォーム履歴あり】 ライオンズ外苑の杜,1億5800万円 [ □ 支払シミュレーション ],東京都新宿区南元町,,,72.27m 2 （壁芯）,,,,,,1万4450円／月,,相談,＜仲介＞,,26/2/2,2階/RC7階地下1階建,92戸,,１種住居,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79176081&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_79101150/,パークホームズ中野中央フォーシーズンコート,1億5800万円 [ □ 支払シミュレーション ],東京都中野区中央５,,,72.5m 2 （壁芯）,,,,,,1万510円／月,,相談,＜仲介＞,,26/1/31,5階/RC5階建,75戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79101150&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_78498305/,ステーションガーデンタワー,1億5900万円 [ □ 支払シミュレーション ],東京都荒川区西日暮里２,,,75.58m 2 （壁芯）,,,,,,2万9480円／月,,即引渡可,＜仲介＞,,26/1/31,27階/SRC40階地下2階建,-,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78498305&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79079303/,Brillia Tower 池袋 West,1億5480万円 [ □ 支払シミュレーション ],東京都豊島区池袋３-１－１,,,64.14m 2 （19.40坪）（壁芯）,,,,,,1万1970円／月,,即引渡可,＜仲介＞,,26/2/2,15階/RC30階地下1階建,231戸,,１種住居、商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79079303&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_musashino/nc_79120787/,武蔵野タワーズスカイゲートタワー,1億5900万円 [ □ 支払シミュレーション ],東京都武蔵野市中町１,,,78.49m 2 （23.74坪）（壁芯）,,,,,,3万2700円／月,,相談,＜仲介＞,,26/2/2,20階/RC31階地下3階建,327戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79120787&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79180153/,アトラスタワー小石川,1億5900万円 [ □ 支払シミュレーション ],東京都文京区小石川１,,,66.27m 2 （壁芯）,,,,,,1万4250円／月,,相談,＜仲介＞,,26/1/31,15階/SRC28階地下2階建一部RC,264戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79180153&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_77104145/,ザ・パークハウス新宿タワー,1億5950万円 [ □ 支払シミュレーション ],東京都新宿区北新宿２,,,72.35m 2 （21.88坪）（壁芯）,,,,,,1万4840円／月,,相談,＜仲介＞,,26/2/2,2階/RC20階地下1階建,298戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=77104145&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79053848/,チュリス本郷菊坂,1億5980万円 [ □ 支払シミュレーション ],東京都文京区本郷５,,,69.19m 2 （壁芯）,,,,,,1万1200円／月,,即引渡可,＜売主＞,,26/2/1,6階/RC7階建,41戸,,近隣商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79053848&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78950007/,クオリア日本橋浜町,1億5980万円 [ □ 支払シミュレーション ],東京都中央区日本橋浜町２,,,66.9m 2 （20.23坪）（壁芯）,,,,,,1万3510円／月,,相談,＜仲介＞,,26/2/2,12階/RC14階地下1階建,59戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78950007&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79162421/,オープンレジデンシア神楽坂若宮町ヒルズ,1億5980万円 [ □ 支払シミュレーション ],東京都新宿区若宮町33-2,,,62.23m 2 （壁芯）,,,,,,1万5560円／月,,即引渡可,＜仲介＞,,26/2/2,5階/RC5階地下1階建,21戸,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79162421&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_77845966/,神楽坂パークハウス,1億5980万円 [ □ 支払シミュレーション ],東京都新宿区南榎町,,,72.02m 2 （壁芯）,,,,,,2万8810円／月,,2026年3月予定,＜仲介＞,,26/2/2,3階/RC5階建,38戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=77845966&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78869412/,シティタワー池袋ウエストゲート,1億5980万円 [ □ 支払シミュレーション ],東京都豊島区高松１,,,77.38m 2 （壁芯）,,,,,,3万1780円／月,,即引渡可,＜仲介＞,,26/2/2,26階/RC34階地下1階建,173戸,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78869412&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20014049/,メゾンヴェール柏木,1億5980万円 [ □ 支払シミュレーション ],東京都新宿区北新宿１,,,97.29m 2 （29.43坪）（壁芯）,,,,,,3万508円／月,,相談,＜仲介＞,,26/2/2,4階/RC5階地下1階建,33戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=20014049&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78777516/,アトラスアリーナ神楽坂,1億5980万円 [ □ 支払シミュレーション ],東京都新宿区東五軒町,,,70.56m 2 （21.34坪）（壁芯）,,,,,,1万7500円／月,,相談,＜売主＞,,26/2/2,5階/SRC11階地下1階建一部SRC,119戸,,準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78777516&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79105209/,藤和シティホームズ清澄庭園,1億5980万円 [ □ 支払シミュレーション ],東京都江東区白河１,,,89.55m 2 （27.08坪）（壁芯）,,,,,,1万1680円／月,,相談,＜仲介＞,,26/2/2,11階/SRC14階地下1階建,99戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79105209&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20013223/,ジオ深川住吉,1億5980万円 [ □ 支払シミュレーション ],東京都江東区扇橋２,,,77.64m 2 （23.48坪）（壁芯）,,,,,,1万5533円／月,,相談,＜仲介＞,,26/2/2,4階/RC15階建,190戸,,準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=20013223&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78312344/,アトラス江戸川アパートメント,1億5999万円 [ □ 支払シミュレーション ],東京都新宿区新小川町,,,67.02m 2 （壁芯）,,,,,,1万8030円／月,,即引渡可,＜仲介＞,,26/2/2,4階/SRC11階地下1階建,232戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78312344&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78792792/,シティタワー池袋,1億5999万円 [ □ 支払シミュレーション ],東京都豊島区東池袋２,,,70.16m 2,,,,,,1万8260円／月,,即引渡可,＜仲介＞,,26/2/1,13階/RC26階地下2階建,-,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78792792&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78792594/,シティタワー池袋,1億5999万円 [ □ 支払シミュレーション ],東京都豊島区東池袋２,,,70.16m 2 （壁芯）,,,,,,1万8260円／月,,相談,＜売主＞,,26/2/1,13階/RC26階地下2階建,217戸,,商業、１種住居,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78792594&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78785506/,イーストコモンズ清澄白河セントラルタワー,1億6000万円 [ □ 支払シミュレーション ],東京都江東区白河４-3-1,,,75.16m 2 （22.73坪）,,,,,,6760円／月,,即引渡可,＜仲介＞,,26/2/2,27階/RC33階建,483戸,,近隣商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78785506&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78922211/,イーストコモンズ清澄白河セントラルタワー,1億6000万円 [ □ 支払シミュレーション ],東京都江東区白河４,,,75.16m 2 （22.73坪）（壁芯）,,,,,,6760円／月,,相談,＜仲介＞,,26/2/2,27階/RC33階地下2階建,483戸,,近隣商業、準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78922211&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78621347/,イーストコモンズ清澄白河セントラルタワー,1億6000万円 [ □ 支払シミュレーション ],東京都江東区白河４,,,75.16m 2 （壁芯）,,,,,,6760円／月,,相談,＜仲介＞,,26/2/2,27階/RC33階地下2階建,483戸,,近隣商業、準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78621347&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78694001/?fmlg=bo001,エム・ブランド新宿戸山公園の賃貸物件情報,,,,,,,,,,,,,,,,,RC,61戸,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78681542/?fmlg=bo001,マジェスティハウス新宿御苑パークナード,1億3500万円 [ □ 支払シミュレーション ],東京都新宿区大京町,,,55.95m 2 （壁芯）,,,,,,1万700円／月,,相談,＜仲介＞,,26/2/2,2階/RC10階地下1階建,196戸,,１種住居、近隣商業,,,リフォーム
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79042084/?fmlg=bo001,クレストコート中落合,8680万円 [ □ 支払シミュレーション ],東京都新宿区中落合３,,,66.72m 2 （壁芯）,,,,,,1万9140円／月,,即引渡可,＜販売提携(媒介)＞,,26/2/2,5階/RC8階建,37戸,,１種中高、近隣商業,,,リフォーム
https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20009777/?fmlg=bo001,Brillia THE TOWER東京八重洲アベニュー,1億3999万円 [ □ 支払シミュレーション ],東京都中央区新川２,,,41.46m 2 （壁芯）,,,,,,6390円／月,,即引渡可,＜仲介＞,,26/2/1,13階/RC29階地下1階建,387戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/ichiran/JJ012FC001/?ar=030&bs=011&ra=030013&rnek=000519120&rnek=000522350&rnek=000539120&rnek=000502060&rnek=000506000&rnek=000520550&rnek=000515330&rnek=000529160&rnek=000529650&rnek=030501820&rnek=030541160&rnek=030517470&rnek=030541280&rnek=030505600&rnek=030532110&rnek=030527280&rnek=030513930&rnek=030500640&rnek=030506640&rnek=030528500&rnek=030511640&rnek=030536880&rnek=057312220&rnek=001502060&rnek=001519160&rnek=001514430&rnek=001519680&rnek=001519690&rnek=001528860&rnek=001527320&rnek=001527360&rnek=001534900&rnek=001520030&rnek=001531910&rnek=004520460&rnek=004550050&rnek=004520870&rnek=004350015&rnek=004308710&rnek=007050020&rnek=007050025&rnek=007050030&rnek=007008030&rnek=007028870&cn=30&pc=30&page=86,小石川ヒルズ,下限なし 500万円以上 1000万円以上 1500万円以上 2000万円以上 2500万円以上 3000万円以上 3500万円以上 4000万円以上 4500万円以上 5000万円以上 5500万円以上 6000万円以上 6500万円以上 7000万円以上 7500万円以上 8000万円以上 9000万円以上 1億円以上 〜 500万円未満 1000万円未満 1500万円未満 2000万円未満 2500万円未満 3000万円未満 3500万円未満 4000万円未満 4500万円未満 5000万円未満 5500万円未満 6000万円未満 6500万円未満 7000万円未満 7500万円未満 8000万円未満 9000万円未満 1億円未満 1億2千万円未満 上限なし,東京都文京区小石川２,,ワンルーム 1K/DK/LDK 2K/DK/LDK 3K/DK/LDK 4K/DK/LDK 5K以上,下限なし 20m 2 以上 30m 2 以上 40m 2 以上 50m 2 以上 60m 2 以上 70m 2 以上 80m 2 以上 90m 2 以上 100m 2 以上 〜 40m 2 未満 50m 2 未満 60m 2 未満 70m 2 未満 80m 2 未満 90m 2 未満 100m 2 未満 上限なし,5.03m 2,2002年10月,,,,,,,,,,,,,,,,リフォーム
https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_79058559/,ステーションガーデンタワー,1億6000万円 [ □ 支払シミュレーション ],東京都荒川区西日暮里２,,,70.28m 2 （壁芯）,,,,,,3万2330円／月,,相談,＜仲介＞,,26/2/2,21階/RC40階地下2階建,340戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79058559&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78692932/,イーストコモンズ清澄白河セントラルタワー,1億6000万円 [ □ 支払シミュレーション ],東京都江東区白河４,,,75.16m 2 （22.73坪）（壁芯）,,,,,,6760円／月,,相談,＜仲介＞,,26/2/2,27階/RC33階地下2階建一部鉄骨,483戸,,準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78692932&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78578213/,イーストコモンズ清澄白河セントラルタワー,1億6000万円 [ □ 支払シミュレーション ],東京都江東区白河４,,,75.16m 2 （壁芯）,,,,,,6760円／月,,相談,＜仲介＞,,26/2/2,27階/RC33階地下2階建,-,,近隣商業、準工業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78578213&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78174735/,ザ・パークハウス西新宿タワー60,1億6150万円 [ □ 支払シミュレーション ],東京都新宿区西新宿５-5-1,,,60.1m 2 （18.18坪）,,,,,,1万820円／月,,即引渡可,＜仲介＞,,25/12/27,56階/RC60階地下2階建,954戸,,２種住居、商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78174735&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78652732/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/2,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78652732&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78639081/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２-5-18,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,即引渡可,＜仲介＞,,26/2/2,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78639081&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78796115/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/1,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78796115&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79018205/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （壁芯）,,,,,,1万5580円／月,,即引渡可,＜仲介＞,,26/1/31,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79018205&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78990211/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/1,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78990211&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78616567/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/2,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78616567&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78678828/,ザ・パークハウス 市谷加賀町の中古物件情報,,,,,,,,,,,,,,,,,RC,34戸,,,,,
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78678828&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,リフォーム
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78606436/,【ザ・パークハウス市谷加賀町】新規リフォーム×4.5帖のWIC・SIC×内見可能,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/1,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78606436&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79209076/,ザ・パークハウス 市谷加賀町の中古物件情報,,,,,,,,,,,,,,,,,RC,34戸,,,,,
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79209076&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,リフォーム
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78976538/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/2,3階/RC5階地下1階建,34戸,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78976538&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78640996/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （壁芯）,,,,,,1万5580円／月,,2025年11月,＜仲介＞,,26/2/1,3階/SRC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78640996&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79220615/,ザ・パークハウス市谷加賀町レジデンス,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町１-2-1,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/2,3階/RC5階建,-,,-,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79220615&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78616484/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/2/2,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78616484&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78694786/,ザ・パークハウス市谷加賀町,1億6400万円 [ □ 支払シミュレーション ],東京都新宿区市谷加賀町２,,,74.16m 2 （22.43坪）（壁芯）,,,,,,1万5580円／月,,相談,＜仲介＞,,26/1/28,3階/RC5階地下1階建,34戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78694786&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_76748959/,コンシェリア西新宿タワーズウエスト,1億6480万円 [ □ 支払シミュレーション ],東京都新宿区西新宿６,,,82.22m 2 （24.87坪）（壁芯）,,,,,,2万1000円／月,,即引渡可,＜仲介＞,,26/2/2,33階/RC44階地下4階建,612戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=76748959&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78823584/,グランフラッツ文京千石,1億6480万円 [ □ 支払シミュレーション ],東京都文京区千石１,,,77.1m 2 （23.32坪）（壁芯）,,,,,,2万3130円／月,,相談,＜仲介＞,,26/2/2,2階/SRC12階地下1階建,73戸,,１種中高,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78823584&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_79082242/,パークタワー東中野,1億6480万円 [ □ 支払シミュレーション ],東京都中野区東中野５,,,80.43m 2 （24.32坪）（壁芯）,,,,,,2万910円／月,,相談,＜仲介＞,,26/2/2,24階/RC30階地下1階建,169戸,,商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79082242&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79197154/,グランドメゾン目白レジデンス,1億6480万円 [ □ 支払シミュレーション ],東京都豊島区目白４,,,76.75m 2 （23.21坪）（壁芯）,,,,,,1万5400円／月,,相談,＜仲介＞,,26/2/2,2階/RC3階建,15戸,,１種低層,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79197154&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79218372/,グランドメゾン目白レジデンス,1億6480万円 [ □ 支払シミュレーション ],東京都豊島区目白４,,,76.75m 2 （23.21坪）（壁芯）,,,,,,1万5400円／月,,相談,＜仲介＞,,26/2/2,2階/RC3階建,15戸,,１種低層,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=79218372&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78334052/,プラウドタワー東池袋,1億6490万円 [ □ 支払シミュレーション ],東京都豊島区東池袋５,,,71.6m 2 （壁芯）,,,,,,1万8780円／月,,相談,＜仲介＞,,26/2/2,16階/RC20階地下1階建,132戸,,近隣商業,,,リフォーム
https://suumo.jp/jj/bukken/shiryou/JJ010FJ010/?ar=030&bs=011&nc=78334052&senimotokbn=1,,,,,,,,,,,,,,,,,,,,,,,,
https://suumo.jp/ms/chuko/tokyo/sc_musashino/nc_79112923/,クリオレミントンハウス武蔵野,1億6490万円 [ □ 支払シミュレーション ],東京都武蔵野市中町２,,,106.46m 2 （32.20坪）（壁芯）,,,,,,1万5230円／月,,相談,＜仲介＞,,26/2/2,10階/SRC14階地下1階建,102戸,,商業,,,リフォーム
